work_year,experience_level,job_title,employee_residence,company_location,salary_in_usd
2023,3,37,75,70,168400
2023,3,4,75,70,200000
2023,3,4,75,70,175000
2023,3,4,75,70,231250
2023,3,4,75,70,138750
2023,3,33,11,12,153000
2023,3,33,11,12,94000
2023,3,33,75,70,90000
2023,0,47,75,70,124234
2023,0,47,75,70,74540
2023,2,25,75,70,109000
2023,2,25,75,70,79000
2022,3,69,28,27,84053
2023,2,69,1,2,50000
2023,3,25,75,70,125600
2023,3,25,75,70,141290
2023,3,25,75,70,74178
2023,3,33,75,70,85000
2023,3,33,75,70,220000
2023,3,33,75,70,205600
2023,3,33,75,70,107500
2023,0,47,39,38,12888
2023,2,25,75,70,52500
2023,3,47,75,70,84000
2023,3,11,75,70,125000
2023,3,11,75,70,110000
2023,3,66,75,70,200000
2023,3,66,75,70,135000
2022,0,17,75,70,48000
2023,0,1,6,7,120000
2023,3,33,75,70,170000
2023,2,33,75,70,150000
2023,3,23,75,70,200000
2023,2,5,45,43,80000
2023,0,17,31,30,12877
2022,0,1,52,49,6304
2023,2,28,39,64,17509
2023,3,47,75,70,257000
2023,3,47,49,46,77262
2023,3,47,49,46,38631
2023,3,14,75,70,140000
2023,3,14,75,70,110000
2023,3,89,75,70,151800
2023,2,47,64,61,53654
2023,3,25,26,25,51508
2023,3,25,26,25,40777
2023,2,33,75,70,95000
2023,3,47,75,70,130000
2023,2,25,75,70,120000
2023,2,25,75,70,100000
2023,2,47,75,70,183310
2023,3,25,75,70,102500
2023,3,47,75,70,185000
2023,3,42,75,70,122000
2023,3,42,75,70,94000
2023,3,47,75,70,220000
2023,3,47,75,70,146000
2023,2,47,71,67,24740
2022,2,23,39,38,15897
2023,3,42,75,70,145000
2023,3,42,75,70,128000
2023,3,47,75,70,182000
2023,3,33,75,70,122000
2023,3,33,75,70,94000
2023,3,69,49,46,77262
2023,3,69,49,46,38631
2023,1,47,75,70,300000
2023,2,25,75,70,135000
2023,2,25,75,70,105500
2022,2,47,75,70,110000
2023,3,47,75,70,168000
2023,2,25,29,28,78990
2023,2,25,29,28,43809
2023,3,47,75,70,153400
2023,3,47,75,70,122700
2023,3,47,75,70,205000
2023,2,69,75,70,145000
2023,2,69,75,70,87000
2023,0,47,39,70,50000
2023,3,66,75,70,234100
2023,3,66,75,70,203500
2023,3,47,75,70,223800
2023,3,47,75,70,172100
2023,3,33,75,70,232200
2023,3,33,75,70,167200
2023,3,14,75,70,197000
2023,3,14,75,70,106000
2023,3,89,75,70,180000
2023,3,89,75,70,145000
2023,3,35,75,70,225000
2023,3,35,75,70,200000
2023,3,33,75,70,114000
2023,3,33,75,70,291500
2023,1,33,75,70,196200
2023,1,33,75,70,150900
2023,3,47,75,70,168400
2023,3,47,75,70,105200
2023,2,33,26,25,95000
2023,2,33,26,25,80000
2023,2,25,75,70,116000
2023,2,25,75,70,72000
2023,3,4,75,70,207000
2023,3,4,75,70,167000
2023,3,69,75,70,145000
2023,3,69,75,70,135000
2023,2,33,75,70,105000
2023,2,33,75,70,70000
2023,3,33,75,70,133800
2023,3,33,75,70,96100
2023,2,25,75,70,120000
2023,3,43,75,70,140000
2023,3,43,75,70,100000
2023,3,89,75,70,120000
2023,3,21,75,70,140000
2023,3,21,75,70,115000
2023,3,45,75,70,297300
2023,3,45,75,70,198200
2023,2,69,75,70,219000
2023,3,8,75,70,230000
2023,3,8,75,70,196000
2023,3,33,75,70,110000
2023,3,8,75,70,126100
2023,3,8,75,70,72000
2023,2,69,75,70,175000
2023,2,69,75,70,140000
2023,3,25,75,70,240500
2023,3,25,75,70,137500
2023,2,47,75,70,187500
2023,2,47,75,70,165000
2023,2,72,29,28,72914
2022,0,25,26,70,25216
2023,3,89,75,70,165750
2023,3,74,75,70,225000
2023,3,74,75,70,165750
2023,2,69,29,28,109006
2023,2,69,29,28,67141
2023,3,47,75,70,115000
2023,3,79,75,70,275000
2023,3,79,75,70,175000
2023,3,33,75,70,175308
2023,3,33,75,70,100706
2023,3,79,75,70,235000
2023,3,79,75,70,135000
2023,3,33,75,70,310000
2023,3,33,75,70,229000
2023,3,66,75,70,289076
2023,3,66,75,70,202353
2023,3,33,63,60,69751
2023,3,33,63,60,37558
2023,2,88,75,70,120000
2023,2,88,75,70,100000
2021,3,47,39,38,54094
2022,2,17,39,38,18314
2023,3,33,75,70,231250
2023,3,33,75,70,138750
2023,3,33,75,70,199000
2023,3,33,75,70,162000
2022,0,47,75,70,100000
2023,0,51,75,70,150000
2023,0,51,75,70,120000
2023,3,88,75,70,150000
2023,3,88,75,70,100000
2022,3,29,57,54,133000
2023,3,47,75,70,272550
2023,3,47,75,70,198200
2023,2,47,75,70,105000
2023,3,33,75,70,187500
2023,3,25,75,70,155000
2023,3,25,75,70,64000
2023,3,23,75,70,235000
2023,3,23,75,70,185000
2023,3,47,11,12,143100
2023,3,47,11,12,113000
2023,3,8,75,70,142000
2023,3,47,75,70,180560
2023,3,47,75,70,115440
2023,3,89,75,70,248100
2023,3,89,75,70,145900
2023,3,47,11,12,120000
2023,3,47,11,12,110000
2023,2,69,29,28,75344
2023,2,69,29,28,63192
2023,3,33,75,70,161800
2023,3,33,75,70,141600
2023,2,69,29,28,58331
2023,2,69,29,28,46178
2023,3,33,75,70,128000
2023,3,31,75,70,110000
2023,3,33,75,70,236000
2023,3,33,75,70,182000
2022,2,25,39,38,14307
2022,0,47,75,70,130000
2023,3,69,75,70,261500
2023,3,69,75,70,134500
2022,2,47,39,38,13989
2023,2,47,75,70,130000
2023,2,47,75,70,90000
2022,3,76,75,70,125000
2022,3,33,75,70,175000
2022,3,33,75,70,155000
2022,3,33,75,70,153600
2022,3,33,75,70,106800
2022,3,47,75,70,150000
2022,3,47,75,70,140000
2022,3,42,75,70,122000
2022,3,42,75,70,94500
2022,3,33,75,70,170000
2022,3,33,75,70,130000
2022,3,42,75,70,145000
2022,3,42,75,70,128000
2022,3,33,75,70,145000
2022,3,33,75,70,100000
2022,3,33,75,70,120000
2022,3,33,75,70,115000
2022,3,7,75,70,150000
2022,2,25,75,70,150000
2022,2,25,75,70,100000
2022,2,47,75,70,150000
2022,2,47,75,70,127500
2022,3,47,75,70,126500
2022,3,47,75,70,51000
2022,2,33,75,70,260000
2022,2,33,75,70,175000
2022,0,5,5,57,40000
2022,0,2,60,6,40000
2022,3,33,75,70,250000
2022,3,33,75,70,63000
2022,3,69,75,70,210000
2022,3,69,75,70,160000
2022,3,47,75,70,272550
2022,3,47,75,70,198200
2022,2,47,28,27,94560
2022,2,47,28,27,52533
2022,3,47,75,70,220000
2022,3,47,75,70,146000
2022,3,75,11,12,248400
2022,3,75,11,12,183600
2022,2,33,75,70,150000
2022,0,68,60,6,40000
2022,3,64,39,38,56723
2022,2,33,75,70,120000
2022,2,33,75,70,95000
2022,0,33,75,70,160000
2022,0,33,75,70,135000
2022,0,42,42,41,24165
2022,3,33,75,70,216000
2022,3,33,75,70,144000
2022,0,33,75,70,85000
2022,0,33,75,70,65000
2022,3,25,75,70,149000
2022,3,25,75,70,119000
2022,3,47,75,70,120000
2022,2,47,75,70,150000
2022,2,47,75,70,110000
2022,3,69,75,70,246000
2022,3,69,75,70,201000
2022,3,47,75,70,190000
2022,3,47,75,70,155000
2022,3,66,75,70,235000
2022,3,66,75,70,185000
2022,3,21,75,70,190000
2022,3,21,75,70,160000
2022,0,86,75,70,100000
2022,2,33,75,70,130000
2022,2,33,75,70,115000
2022,2,47,29,28,92350
2022,2,47,29,28,67723
2022,2,33,75,70,105000
2022,2,33,75,70,70000
2022,3,69,75,70,204500
2022,3,69,75,70,142200
2022,3,69,75,70,192000
2022,3,69,75,70,164000
2022,3,33,75,70,185900
2022,3,33,75,70,129300
2022,3,33,75,70,75000
2022,3,45,75,70,175000
2022,3,45,75,70,120000
2022,3,33,75,70,167500
2022,3,33,75,70,106500
2022,2,25,75,70,75000
2022,2,25,75,70,60000
2022,3,8,75,70,184000
2022,3,8,75,70,142000
2022,2,47,75,70,145000
2022,2,47,75,70,100000
2022,0,75,50,47,10000
2022,2,47,39,70,31795
2022,2,79,61,58,44365
2022,1,33,75,70,200000
2022,1,33,75,70,145000
2022,2,33,29,28,92350
2022,2,33,29,28,73880
2022,3,8,75,70,192000
2022,3,8,75,70,164000
2022,1,33,75,70,310000
2022,1,33,75,70,239000
2022,3,25,75,70,120000
2022,3,25,75,70,95000
2022,3,69,75,70,145000
2022,3,69,75,70,135000
2022,3,33,75,70,78000
2022,3,33,26,25,73546
2022,3,33,26,25,36773
2022,2,33,75,70,160000
2022,2,33,75,70,120000
2022,2,33,39,38,35610
2022,3,3,16,17,125000
2022,3,33,75,70,95000
2022,3,47,26,25,47280
2022,3,47,26,25,37824
2022,3,25,75,70,115934
2022,3,25,75,70,81666
2022,3,47,75,70,175000
2022,3,47,75,70,140000
2022,3,88,75,70,249500
2022,3,88,75,70,149850
2022,2,4,75,70,122500
2022,2,4,75,70,100000
2022,3,47,75,70,249500
2022,3,47,75,70,149850
2022,0,25,75,70,55000
2022,0,25,75,70,48000
2022,3,89,75,70,249500
2022,3,89,75,70,149850
2022,2,23,28,27,58837
2022,3,33,75,70,190000
2022,3,33,75,70,120000
2022,3,25,75,70,127000
2022,3,25,75,70,104000
2022,3,47,75,70,210000
2022,3,47,75,70,150000
2022,3,69,75,70,150000
2022,3,33,75,70,210000
2022,3,33,75,70,130000
2022,3,47,75,70,182750
2022,3,47,75,70,161500
2022,2,25,75,70,102640
2022,2,25,75,70,66100
2022,3,89,75,70,210000
2022,3,89,75,70,150000
2022,3,33,75,70,198800
2022,3,33,75,70,122600
2022,2,33,75,70,130000
2022,2,33,75,70,80000
2022,3,47,75,70,136000
2022,3,47,75,70,104000
2022,3,25,75,70,150000
2022,3,25,75,70,100000
2022,1,47,75,70,159000
2022,1,47,75,70,130000
2022,3,33,75,70,215000
2022,3,33,75,70,150000
2022,2,33,75,70,187000
2022,2,33,75,70,153000
2022,3,69,54,51,255000
2022,3,69,54,51,185000
2022,2,25,29,28,430967
2022,2,25,29,28,55410
2022,3,25,26,25,50432
2022,3,25,26,25,39925
2022,3,25,75,70,169000
2022,3,25,75,70,110600
2022,0,12,20,20,60938
2022,3,14,75,70,140000
2022,3,14,75,70,120000
2022,3,0,11,1,10000
2022,0,25,75,70,50000
2022,2,67,75,70,134000
2022,2,67,75,70,124000
2022,3,25,75,70,166700
2022,3,25,75,70,119000
2022,0,47,75,70,124234
2022,0,47,75,70,74540
2022,2,25,75,70,100000
2022,2,25,75,70,65000
2021,2,25,39,38,16904
2022,0,3,11,12,200000
2022,0,69,2,3,12000
2022,3,33,75,70,220000
2022,3,33,75,70,146000
2022,3,33,26,25,68293
2022,3,49,75,70,110000
2022,3,49,75,70,70000
2022,3,31,75,70,190000
2022,3,31,75,70,135000
2022,3,47,75,70,128000
2022,3,47,75,70,81500
2022,3,47,75,70,173000
2022,3,47,75,70,110000
2022,3,69,75,70,192000
2022,3,69,75,70,120000
2022,3,85,75,70,190000
2022,3,33,75,70,194000
2022,3,33,75,70,129400
2022,3,25,75,70,201000
2022,3,25,75,70,89200
2022,3,47,75,70,165000
2022,3,47,75,70,125000
2022,3,8,75,70,230000
2022,3,8,75,70,196000
2022,2,69,75,70,130000
2022,2,69,75,70,90000
2022,2,73,75,70,150000
2022,2,73,75,70,100000
2022,2,69,75,70,230000
2022,2,69,75,70,150000
2022,2,73,75,70,130000
2022,2,47,75,70,180000
2022,2,47,75,70,120000
2022,3,25,75,70,192500
2022,3,25,75,70,140000
2022,3,33,75,70,152500
2022,3,25,75,70,65000
2022,3,25,75,70,55000
2022,3,33,75,70,178750
2022,3,33,75,70,160000
2022,2,47,28,27,63040
2022,2,74,75,70,165000
2022,2,74,75,70,135000
2022,3,4,75,70,170000
2022,3,4,75,70,125000
2022,3,33,75,70,105000
2022,3,33,75,70,70000
2022,3,47,75,70,130000
2022,3,47,75,70,95000
2022,3,47,75,70,203500
2022,3,47,75,70,152000
2022,3,33,75,70,197430
2022,3,33,75,70,134760
2022,2,47,75,70,120000
2022,3,33,75,70,197000
2022,3,33,75,70,99000
2022,3,33,75,70,162000
2022,2,33,47,44,110446
2022,2,33,47,44,79178
2022,2,42,29,28,70186
2022,2,42,29,28,51716
2022,3,31,75,70,149040
2022,3,31,75,70,113900
2020,2,17,75,70,95000
2021,3,25,75,70,115000
2022,3,25,75,6,171000
2022,0,27,2,3,13000
2022,0,26,7,70,50000
2022,3,47,75,70,185900
2022,3,47,75,70,129300
2022,3,33,75,70,230000
2022,3,33,75,70,154600
2022,2,33,75,70,75000
2022,3,33,75,70,213000
2022,3,33,75,70,152000
2022,3,47,75,70,120000
2022,3,47,75,70,110000
2022,3,47,75,70,70000
2022,3,75,11,12,227200
2022,3,75,11,12,168000
2021,0,0,3,4,20000
2022,2,47,20,20,64090
2022,2,47,20,20,60938
2022,3,66,75,70,243000
2022,3,66,75,70,183000
2022,3,33,75,70,150000
2022,2,47,75,70,130000
2022,2,47,75,70,90000
2022,2,25,75,70,165000
2022,2,25,75,70,124000
2022,3,33,11,12,178000
2022,3,33,11,12,132000
2022,3,33,75,70,300000
2022,3,25,75,70,116000
2022,3,25,75,70,96000
2022,3,25,29,28,92350
2022,3,25,29,28,70186
2022,3,25,75,70,105000
2022,3,25,75,70,70000
2022,2,73,11,12,105236
2022,3,25,75,70,100000
2022,0,69,75,70,189750
2022,0,69,75,70,140250
2022,3,25,75,70,130000
2022,2,25,75,70,160000
2022,2,25,75,70,109000
2022,3,88,75,70,250000
2022,3,88,75,70,150000
2022,2,25,75,70,206000
2022,3,33,75,70,135000
2022,3,69,28,27,115573
2022,3,69,28,27,73546
2022,3,33,26,25,42026
2022,3,33,75,70,191200
2022,0,72,20,20,66192
2022,0,0,75,18,50000
2022,3,33,75,70,230000
2022,3,33,75,70,154600
2022,2,25,75,70,80000
2022,3,4,75,70,135000
2022,3,4,75,70,110000
2022,2,29,75,70,155000
2022,2,29,75,70,140000
2022,3,33,75,70,205000
2022,3,33,75,70,179500
2022,3,33,75,70,134000
2022,3,47,75,70,145000
2022,3,31,75,70,235000
2022,3,31,75,70,175000
2022,0,42,26,25,27317
2022,2,33,75,70,90000
2022,2,49,75,70,165000
2022,2,49,75,70,135000
2022,3,33,75,70,168400
2022,3,33,75,70,105200
2022,2,51,29,28,86193
2022,2,51,29,28,49253
2022,3,33,75,70,200000
2022,3,47,75,70,198800
2022,3,47,75,70,122600
2022,0,69,41,40,100000
2022,2,12,28,27,105066
2022,2,4,29,28,104663
2022,2,4,29,28,73880
2022,3,33,75,70,125000
2022,3,33,75,70,110000
2022,3,47,75,70,148000
2022,3,47,75,70,107000
2022,2,25,11,12,100000
2022,2,25,11,12,65000
2022,3,33,63,60,63040
2022,3,33,63,60,36773
2022,3,45,75,70,299500
2022,3,45,75,70,245100
2022,3,47,75,70,168000
2022,3,47,75,70,130000
2022,2,33,75,70,161000
2022,2,33,75,70,118000
2022,3,8,75,70,205000
2022,3,45,75,70,247500
2022,3,45,75,70,172200
2022,3,36,42,41,68293
2022,3,25,75,70,177000
2022,3,25,75,70,131000
2022,3,33,75,70,146000
2022,3,33,75,70,102000
2022,2,33,75,70,80000
2022,2,33,75,70,65000
2022,3,33,29,28,61566
2022,3,33,29,28,43096
2022,2,33,75,70,175000
2022,2,33,75,70,135000
2022,0,47,75,70,80000
2022,3,33,75,70,231250
2022,3,33,75,70,138750
2022,3,4,75,70,193750
2022,3,4,75,70,116250
2022,3,4,75,70,231250
2022,3,4,75,70,138750
2022,3,33,75,70,193750
2022,3,33,75,70,116250
2022,3,47,75,70,208000
2022,3,47,75,70,127000
2022,3,89,75,70,300000
2022,3,89,75,70,196000
2021,2,9,3,11,45555
2022,3,47,75,70,205000
2022,3,47,75,70,185000
2022,3,69,75,70,247500
2022,3,69,75,70,172200
2022,3,25,75,70,110000
2022,0,47,35,34,17684
2022,3,46,75,70,375000
2022,3,47,75,70,225000
2022,3,47,75,70,156400
2022,2,69,29,28,104663
2022,2,69,29,28,80036
2022,3,47,75,70,140700
2022,3,47,75,70,93800
2022,3,47,75,70,350000
2022,3,47,75,70,135000
2022,0,11,54,70,12000
2022,2,69,13,14,104697
2022,0,68,42,20,33000
2022,0,74,42,20,34672
2022,3,69,75,70,201000
2022,3,69,75,70,119000
2022,3,33,75,70,175000
2022,3,25,75,70,154560
2022,3,25,75,70,123648
2022,2,33,75,70,170000
2022,2,33,75,70,145000
2022,3,33,75,70,135000
2022,3,33,75,70,100000
2022,3,47,75,70,247500
2022,3,47,75,70,172200
2022,3,47,75,70,177500
2022,3,47,75,70,134000
2022,3,31,75,70,192564
2022,3,31,75,70,144854
2022,3,33,75,70,179305
2022,3,33,75,70,142127
2022,3,33,75,70,315000
2022,3,33,75,70,225000
2022,3,47,75,70,243900
2022,3,47,75,70,156600
2022,2,25,75,70,79000
2022,2,48,4,5,89306
2022,3,33,75,70,182500
2022,3,33,75,70,128500
2022,0,37,75,70,77300
2022,0,37,75,70,45600
2022,3,25,75,70,110000
2022,3,31,75,70,210000
2022,3,31,75,70,136000
2022,3,20,70,66,12608
2022,3,33,75,70,170000
2022,3,33,75,70,140000
2022,3,33,75,70,247500
2022,3,33,75,70,172200
2022,3,33,75,70,225000
2022,3,33,75,70,184100
2022,2,47,75,70,100000
2022,2,47,75,70,85000
2022,2,47,75,70,78000
2022,3,33,75,70,161000
2022,1,58,75,70,205000
2022,1,58,75,70,160000
2022,0,33,29,28,61566
2022,0,33,29,28,49253
2022,3,47,75,70,245000
2022,3,47,75,70,180000
2022,3,33,75,70,220000
2022,3,47,75,70,198440
2022,3,47,75,70,144000
2022,3,33,75,70,240000
2022,3,47,75,70,198440
2022,3,47,75,70,144000
2022,2,25,75,70,150000
2022,2,47,29,28,57872
2022,0,25,75,70,64000
2022,0,47,28,27,39925
2022,3,69,11,12,187200
2022,3,69,11,12,116100
2022,3,25,75,70,150000
2022,3,25,75,70,127000
2022,3,33,75,70,275000
2022,3,33,75,70,166000
2022,3,47,75,70,159699
2022,3,47,75,70,138938
2022,0,11,75,70,76000
2022,3,4,29,28,103432
2022,3,4,29,28,92350
2022,3,25,75,70,80000
2022,3,25,75,70,52500
2022,3,33,75,70,236000
2022,3,33,75,70,182000
2022,3,47,75,70,180000
2022,3,25,75,70,135000
2022,2,88,75,70,240000
2022,0,25,15,70,125404
2022,3,33,75,70,195000
2022,3,33,75,70,110000
2022,3,39,75,70,123000
2022,3,39,75,70,92250
2022,2,66,75,70,180000
2022,2,66,75,70,100000
2022,3,33,75,70,97000
2022,3,33,75,70,90000
2022,3,69,75,70,180000
2022,3,33,75,70,260000
2022,3,33,75,70,180000
2022,1,4,75,70,210000
2022,1,4,75,70,157000
2022,2,25,75,70,80000
2022,2,25,75,70,52500
2022,3,31,75,70,128000
2022,3,31,75,70,81500
2022,3,40,75,70,105000
2022,3,40,75,70,70000
2022,3,47,75,70,175000
2022,3,47,75,70,122500
2022,3,33,75,70,171000
2022,3,33,75,70,117000
2022,3,47,75,70,202800
2022,3,47,75,70,104300
2022,3,25,26,25,36773
2022,2,47,54,51,30000
2022,2,4,10,10,78000
2022,2,4,10,10,48000
2022,2,33,10,10,78000
2022,2,33,10,10,42000
2022,3,31,75,70,345600
2022,3,31,75,70,230400
2022,2,11,10,10,78000
2022,2,11,10,10,48000
2022,3,25,75,70,175950
2022,3,25,75,70,130050
2022,3,33,75,70,205600
2022,3,33,75,70,105700
2022,3,25,75,70,236600
2022,2,47,10,10,84000
2022,2,47,10,10,54000
2022,0,47,75,70,80000
2022,3,77,29,28,200000
2022,0,47,11,12,73742
2022,3,44,75,70,165000
2022,0,47,29,28,33246
2021,0,80,39,38,5409
2021,2,33,5,6,75050
2022,0,69,75,70,108000
2022,3,87,39,64,8000
2022,3,47,75,70,155000
2022,3,47,75,70,38000
2022,2,25,75,70,85000
2022,2,25,75,70,65000
2022,2,33,29,28,110820
2022,2,33,29,28,92350
2022,3,47,75,70,153600
2022,3,47,75,70,106800
2022,3,47,75,70,50000
2022,3,47,75,70,123400
2022,3,47,75,70,88100
2022,3,47,75,70,120000
2022,3,47,75,70,55000
2022,3,4,75,70,150000
2022,3,4,75,70,120000
2022,3,42,75,70,139000
2022,3,25,75,70,139600
2022,3,25,75,70,85700
2022,3,33,75,70,185000
2022,3,33,75,70,50000
2022,3,47,75,70,200000
2022,2,66,75,70,148500
2022,2,66,75,70,98200
2022,3,25,75,70,115000
2022,3,25,75,70,95000
2022,3,31,75,70,225000
2022,3,31,75,70,66000
2022,2,37,75,70,134000
2022,2,37,75,70,98000
2022,2,25,75,70,105000
2022,2,25,75,70,62000
2022,0,12,75,70,57000
2022,3,16,11,12,161311
2022,2,47,75,70,144200
2022,2,47,75,70,115360
2022,2,47,5,6,83171
2022,3,82,39,38,38154
2022,3,33,63,60,73546
2022,3,33,63,60,42026
2022,3,31,75,70,180000
2022,3,31,75,70,160000
2022,2,47,75,70,108000
2022,3,71,75,70,200000
2022,3,71,75,70,150000
2022,1,37,11,12,125976
2022,3,33,75,70,188700
2022,3,33,75,70,160395
2022,3,47,75,70,198440
2022,3,47,75,70,144000
2022,3,8,75,70,191475
2022,3,8,75,70,141525
2022,2,47,20,20,75648
2022,3,64,75,70,156868
2022,3,11,56,53,200000
2022,3,65,63,60,69344
2022,2,79,19,19,5132
2022,3,25,75,70,90000
2022,2,89,20,20,126080
2022,2,89,20,20,84053
2022,3,33,75,70,200000
2022,3,33,75,70,180000
2022,2,4,75,70,108000
2022,2,4,75,70,85000
2022,3,33,75,70,165000
2022,3,33,75,70,132000
2022,3,4,75,70,130000
2022,3,4,75,70,110000
2022,2,12,5,6,45050
2021,0,25,5,6,42028
2022,2,27,75,70,135000
2022,3,33,75,70,178800
2022,3,33,75,70,132100
2022,0,25,17,70,20000
2022,3,69,11,12,140000
2022,3,69,11,12,110000
2022,3,33,75,70,160000
2022,3,33,75,70,85000
2022,3,54,75,70,250000
2022,3,54,75,70,63000
2022,1,33,75,70,187200
2022,1,33,75,70,116100
2022,2,47,73,68,10000
2022,3,33,75,70,145000
2022,3,33,75,70,229998
2022,3,33,75,70,154545
2022,3,47,75,70,215000
2022,3,47,75,70,159000
2022,0,3,75,70,50000
2022,3,48,75,70,183000
2022,3,25,75,70,99750
2022,3,25,75,70,68400
2022,3,47,75,70,236900
2022,3,47,75,70,159200
2022,3,45,75,70,243225
2022,3,45,75,70,179775
2022,3,47,75,70,128000
2022,3,47,75,70,191475
2022,3,47,75,70,141525
2022,3,47,75,70,218000
2022,3,47,75,70,145300
2022,3,66,75,70,195400
2022,3,66,75,70,131300
2022,0,49,14,70,105000
2022,3,47,75,70,207000
2022,3,47,75,70,153000
2022,3,25,75,70,99000
2022,3,69,62,59,200000
2022,3,69,62,59,135000
2022,3,33,75,70,195700
2022,3,33,75,70,130500
2022,3,66,75,70,130000
2022,3,66,75,70,84000
2022,2,40,75,70,100000
2022,2,40,75,70,60000
2022,2,33,29,28,80036
2022,2,33,29,28,67723
2022,3,33,75,70,141300
2022,3,33,75,70,102100
2022,2,17,75,70,150000
2022,2,47,29,28,102200
2022,0,47,39,38,22892
2022,3,25,75,70,144000
2022,3,25,75,70,113000
2022,0,3,63,25,31520
2022,3,31,75,70,195400
2022,3,31,75,70,131300
2022,3,69,75,70,195400
2022,3,69,75,70,131300
2022,3,33,75,70,80000
2022,0,12,39,38,8050
2022,2,79,39,70,60000
2022,3,69,27,26,63040
2022,0,17,39,4,50000
2022,3,33,75,70,105000
2022,3,4,75,70,190000
2022,3,4,75,70,140000
2022,3,47,75,70,180000
2022,3,47,75,70,165000
2022,3,7,75,70,108000
2021,0,72,28,27,20000
2022,3,47,75,70,179400
2022,3,47,75,70,154000
2022,3,74,75,70,193900
2022,3,74,75,70,129300
2022,1,45,75,70,222640
2022,1,45,75,70,182160
2022,2,33,75,70,150000
2022,2,33,75,70,100000
2022,3,4,75,70,122500
2022,3,4,75,70,100000
2022,1,33,75,70,297500
2022,1,33,75,70,260000
2021,0,68,71,67,15000
2022,3,33,26,70,193000
2022,0,47,75,70,93000
2022,0,47,75,70,73000
2022,0,25,10,10,7799
2022,3,47,75,70,136994
2022,3,47,75,70,101570
2022,3,53,28,27,57786
2022,2,25,75,70,136000
2022,2,25,75,70,112000
2022,3,47,75,70,172000
2022,3,33,75,70,215000
2022,3,33,75,70,164000
2021,0,33,29,28,45390
2022,2,25,75,70,97500
2022,3,8,75,70,212800
2022,3,8,75,70,142800
2022,2,47,57,54,73546
2022,0,47,75,20,50000
2022,0,25,28,38,6359
2022,3,47,75,70,151800
2022,3,47,75,70,130240
2022,3,4,75,70,165000
2022,3,4,75,70,140250
2022,3,47,75,70,179400
2022,3,47,75,70,154000
2022,2,57,75,70,75000
2022,2,33,31,30,84053
2022,2,33,31,30,73546
2022,2,33,29,28,98506
2022,2,33,29,28,86193
2022,2,33,26,25,84053
2022,2,33,26,25,73546
2022,3,4,29,28,102663
2022,3,4,29,28,80041
2022,3,33,29,28,104611
2022,3,33,29,28,82280
2022,3,47,75,70,191475
2022,3,47,75,70,141525
2022,3,25,75,70,115000
2022,0,47,26,25,31520
2022,3,39,75,70,81000
2022,3,39,75,70,66000
2022,0,25,75,70,46000
2022,0,33,75,70,80000
2022,1,74,75,70,200000
2022,1,74,75,70,180000
2022,1,3,75,70,200000
2022,3,47,75,70,204100
2022,3,47,75,70,136100
2022,3,4,75,70,250000
2022,3,4,75,70,63000
2022,2,47,29,28,118208
2022,2,47,29,28,110820
2021,0,24,21,21,19073
2022,3,49,75,70,95000
2022,3,49,75,70,70000
2022,2,7,9,70,75000
2022,2,4,9,9,7500
2022,2,25,75,70,113000
2022,3,47,75,70,170000
2022,2,26,75,70,113000
2022,2,86,75,70,140000
2021,3,25,59,56,50000
2022,2,12,5,6,53368
2022,3,64,63,60,29944
2022,3,47,75,70,160000
2022,3,47,75,70,119300
2022,2,89,75,70,145000
2022,3,33,75,70,90000
2022,3,54,75,70,146200
2022,3,54,75,70,124270
2022,2,47,75,70,225000
2022,2,47,75,70,160000
2022,2,47,57,54,54634
2022,3,33,11,12,185800
2022,3,33,11,12,137400
2022,3,4,75,70,245000
2022,3,4,75,70,180000
2022,3,4,75,70,203500
2022,3,4,75,70,152000
2022,3,33,75,70,250000
2022,3,33,75,70,63000
2022,3,70,75,70,186000
2022,3,70,75,70,148800
2022,3,65,39,38,95386
2022,2,69,29,28,128058
2022,0,47,75,70,82000
2022,0,47,22,27,110000
2022,2,7,75,70,173000
2022,3,69,75,70,186000
2022,3,69,75,70,148800
2022,0,12,10,10,6270
2022,2,45,75,70,158000
2022,2,45,75,70,134000
2022,1,4,75,70,200000
2022,1,4,75,70,150000
2022,3,25,75,70,216200
2022,3,25,75,70,144100
2022,2,47,57,54,115573
2022,2,47,57,54,89306
2022,3,54,75,70,250000
2022,3,54,75,70,63000
2022,3,69,75,70,135000
2022,3,69,75,70,85000
2022,3,45,75,70,206000
2022,3,45,75,70,175100
2022,3,69,75,70,189650
2022,3,69,75,70,164996
2022,3,33,75,70,154000
2022,3,33,75,70,126000
2022,3,69,75,70,200000
2022,3,69,75,70,150000
2022,3,4,75,70,135000
2022,2,33,29,28,98506
2022,2,33,29,28,73880
2022,3,25,75,70,117000
2022,3,25,75,70,99450
2022,3,33,62,59,200000
2022,3,33,62,59,135000
2022,3,69,75,70,193900
2022,3,69,75,70,129300
2022,0,69,29,28,55410
2022,3,25,29,28,86193
2022,3,25,29,28,61566
2022,3,25,75,70,175000
2022,3,25,75,70,130000
2022,3,33,75,70,188100
2022,3,33,75,70,139860
2022,3,69,75,70,248700
2022,3,69,75,70,167100
2022,2,25,39,38,5723
2022,2,12,20,20,50432
2022,3,47,75,70,205000
2022,3,31,75,70,141300
2022,3,31,75,70,102100
